Id,tags_list,road,cultivation,agriculture,haze,clear,habitation,bare_ground,blooming,partly_cloudy,selective_logging,blow_down,primary,slash_burn,artisinal_mine,water,conventional_mine,cloudy
train_2310,"['clear', 'habitation', 'primary']",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2311,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2312,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2313,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2314,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2315,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2316,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2317,"['agriculture', 'clear', 'cultivation', 'primary', 'water']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2318,"['agriculture', 'haze', 'primary', 'road']",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2319,"['agriculture', 'clear', 'cultivation', 'primary', 'road']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2320,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2321,"['agriculture', 'cultivation', 'partly_cloudy', 'primary', 'road']",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2322,"['agriculture', 'clear', 'cultivation', 'primary', 'water']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2323,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2324,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2325,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'water']",0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_2326,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2327,"['haze', 'primary', 'water']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_2328,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2329,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2330,"['agriculture', 'artisinal_mine', 'bare_ground', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
train_2331,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2332,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2333,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2334,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2335,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary']",0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2336,"['partly_cloudy', 'primary', 'road', 'water']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_2337,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2338,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'water']",0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_2339,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2340,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2341,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2342,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2343,"['blow_down', 'clear', 'primary']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
train_2344,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2345,"['conventional_mine', 'partly_cloudy', 'primary', 'road']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train_2346,"['haze', 'primary', 'road']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2347,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2348,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2349,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2350,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2351,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2352,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2353,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2354,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2355,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2356,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2357,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2358,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2359,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2360,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2361,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2362,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2363,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2364,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2365,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2366,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2367,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2368,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2369,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2370,"['clear', 'primary', 'road']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2371,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2372,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2373,"['agriculture', 'clear', 'primary', 'slash_burn']",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_2374,"['agriculture', 'clear', 'cultivation', 'primary', 'road']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2375,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2376,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2377,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2378,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2379,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2380,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2381,"['bare_ground', 'clear', 'road']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
train_2382,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2383,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2384,"['agriculture', 'clear', 'cultivation', 'primary', 'road', 'water']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2385,"['partly_cloudy', 'primary', 'water']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_2386,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2387,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2388,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2389,"['clear', 'primary', 'road']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2390,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2391,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2392,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2393,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2394,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2395,"['agriculture', 'haze', 'primary', 'water']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_2396,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2397,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2398,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2399,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2400,"['agriculture', 'haze', 'primary']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2401,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2402,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2403,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2404,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2405,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2406,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2407,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2408,"['bare_ground', 'clear', 'primary']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_2409,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2410,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2411,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2412,"['bare_ground', 'clear', 'primary']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_2413,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2414,"['cultivation', 'partly_cloudy', 'primary', 'slash_burn']",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
train_2415,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2416,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2417,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2418,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2419,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2420,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2421,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2422,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2423,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2424,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2425,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2426,"['bare_ground', 'clear', 'primary']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_2427,"['artisinal_mine', 'clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
train_2428,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2429,"['agriculture', 'clear', 'cultivation', 'primary', 'road']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2430,"['agriculture', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2431,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2432,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2433,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2434,"['clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2435,"['agriculture', 'cultivation', 'partly_cloudy', 'primary']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2436,"['clear', 'cultivation', 'habitation', 'primary', 'road']",1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2437,"['haze', 'primary', 'water']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_2438,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2439,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2440,"['agriculture', 'habitation', 'haze', 'primary']",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
train_2441,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2442,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2443,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2444,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2445,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2446,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2447,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2448,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2449,"['agriculture', 'clear', 'cultivation', 'primary', 'road']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2450,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2451,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2452,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2453,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2454,"['agriculture', 'clear', 'cultivation', 'habitation', 'primary', 'road']",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2455,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2456,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2457,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2458,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2459,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2460,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2461,"['agriculture', 'partly_cloudy', 'primary']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2462,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2463,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2464,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2465,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2466,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2467,"['agriculture', 'cultivation', 'partly_cloudy', 'primary', 'road']",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2468,"['agriculture', 'partly_cloudy', 'primary', 'road', 'water']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_2469,"['agriculture', 'cultivation', 'partly_cloudy', 'primary']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2470,"['agriculture', 'habitation', 'haze', 'primary']",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
train_2471,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2472,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2473,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2474,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2475,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2476,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2477,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2478,"['clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2479,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2480,"['agriculture', 'cultivation', 'partly_cloudy', 'primary']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2481,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2482,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2483,"['agriculture', 'clear', 'habitation', 'primary', 'road', 'water']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_2484,"['cultivation', 'habitation', 'partly_cloudy', 'primary', 'road']",1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_2485,"['clear', 'cultivation', 'habitation', 'primary', 'road']",1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2486,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2487,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2488,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2489,"['agriculture', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2490,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2491,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2492,"['agriculture', 'partly_cloudy', 'primary', 'road']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2493,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2494,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2495,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2496,"['agriculture', 'clear', 'cultivation', 'primary', 'water']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2497,"['agriculture', 'cultivation', 'partly_cloudy', 'primary', 'road']",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2498,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2499,"['agriculture', 'clear', 'primary', 'road', 'water']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2500,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2501,"['artisinal_mine', 'clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
train_2502,"['agriculture', 'clear', 'cultivation', 'primary', 'slash_burn']",0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_2503,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2504,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2505,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2506,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2507,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2508,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2509,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2510,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2511,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2512,"['agriculture', 'clear', 'primary', 'road']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2513,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2514,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2515,"['blooming', 'clear', 'primary']",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
train_2516,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2517,"['agriculture', 'clear', 'cultivation', 'primary', 'road']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2518,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2519,"['haze', 'primary']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2520,"['clear', 'primary', 'road']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2521,"['clear', 'primary', 'road']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2522,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2523,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2524,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2525,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2526,"['agriculture', 'haze', 'primary']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_2527,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2528,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2529,"['partly_cloudy', 'primary', 'road']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2530,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2531,"['agriculture', 'clear', 'primary']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2532,"['agriculture', 'clear', 'habitation', 'primary', 'road']",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_2533,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2534,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2535,"['agriculture', 'clear', 'cultivation', 'primary', 'water']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2536,"['clear', 'primary', 'road', 'water']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2537,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2538,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2539,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2540,"['partly_cloudy', 'primary', 'water']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_2541,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2542,"['partly_cloudy', 'primary']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2543,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2544,"['agriculture', 'clear', 'cultivation', 'primary']",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2545,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2546,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2547,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2548,"['agriculture', 'partly_cloudy', 'primary', 'water']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_2549,"['agriculture', 'cultivation', 'partly_cloudy', 'primary', 'road']",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_2550,['cloudy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_2551,"['agriculture', 'clear', 'primary', 'water']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_2552,"['clear', 'primary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_2553,"['clear', 'primary', 'water']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
