Id,road,cultivation,agriculture,haze,clear,habitation,bare_ground,blooming,partly_cloudy,selective_logging,blow_down,primary,slash_burn,artisinal_mine,water,conventional_mine,cloudy
train_12813,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12815,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12816,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_12818,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12820,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12822,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12824,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12826,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12829,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12831,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12833,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12835,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12837,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12839,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12841,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12843,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_12845,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12847,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12849,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12851,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12853,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12855,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12859,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12861,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12863,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12865,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12867,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12869,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12873,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12874,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_12876,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12878,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12881,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12883,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12885,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12887,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12889,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12891,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12893,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12895,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_12898,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12900,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12902,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12904,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12906,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
train_12907,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_12910,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12912,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_12913,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_12916,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12919,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12921,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12923,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_12926,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12929,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_12931,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_12933,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_12935,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12937,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12941,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12943,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12945,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_12946,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12949,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12951,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12953,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
train_12955,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12957,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12959,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_12961,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12963,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12965,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_12968,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_12970,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12972,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12974,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_12977,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_12979,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12981,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_12984,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12986,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12988,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_12989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_12990,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12992,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12994,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_12996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_12998,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13003,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13005,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13012,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13014,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13017,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13019,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13021,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13022,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
train_13025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13027,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13029,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13031,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13033,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13035,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13037,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13038,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13040,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13043,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13045,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13048,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
train_13050,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13053,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13055,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13057,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13059,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13061,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13062,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
train_13064,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13066,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_13068,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13070,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
train_13072,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13074,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13076,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13081,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13083,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13085,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13087,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13089,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13090,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13092,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13094,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13096,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_13098,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13105,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13106,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13111,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13113,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13116,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13119,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13121,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13123,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
train_13125,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13127,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13131,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13133,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13135,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13137,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13140,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13142,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13144,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_13146,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13149,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13151,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13153,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13155,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13157,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13159,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13161,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13163,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
train_13166,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13170,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13171,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_13173,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13175,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13177,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13180,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13183,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13185,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13187,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_13189,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13192,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13196,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13198,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13200,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13202,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13207,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13209,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13211,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13213,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13215,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13217,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_13218,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13221,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13223,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13225,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13227,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13229,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_13231,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13233,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13237,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13239,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13241,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13243,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13245,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13247,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13250,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13252,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
train_13254,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13256,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13258,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13261,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13264,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13266,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13268,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13270,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13272,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13274,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13276,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13278,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13280,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13283,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13285,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13287,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13289,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13291,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
train_13292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13294,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13296,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13301,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13303,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13305,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13307,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13308,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13310,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13313,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13315,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
train_13317,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13319,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13321,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13324,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13328,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13330,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13332,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13335,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13337,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_13338,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13340,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13342,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13344,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
train_13345,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13347,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13349,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13351,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13353,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13355,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13357,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13359,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_13361,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13363,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13365,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13368,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13371,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13373,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_13375,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13377,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13379,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13380,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13382,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13384,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
train_13386,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13389,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13391,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13393,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13395,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13398,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13399,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13401,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13403,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13406,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13409,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
train_13410,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13412,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13416,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13418,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13420,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13425,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13428,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_13430,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13432,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13434,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13437,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13439,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13441,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13444,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13446,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_13448,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13450,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13453,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13455,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13456,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_13458,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13460,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13462,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13465,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13467,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13469,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13471,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
train_13474,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13477,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13479,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13481,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13483,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13485,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13488,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13490,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
train_13492,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13494,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_13496,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13499,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13503,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_13505,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13507,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_13509,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
